ID,Cena,localization,latitude,longitude,Oferta_od,Kategoria,Marka_pojazdu,Model_pojazdu,Rodzaj_paliwa,Moc,Pojemnosc_skokowa,Liczba_drzwi,Skrzynia_biegow,Wersja,Generacja,Segment,Kolor,Przebieg,Rok_produkcji,Naped,Spalanie_W_Miescie,Typ_nadwozia,Emisja_CO2,Liczba_miejsc,Rodzaj_koloru,Kraj_pochodzenia,Pierwszy_wlasciciel,Bezwypadkowy,Serwisowany_w_ASO,Stan,VAT_marza,Pierwsza_rejestracja,Numer_rejestracyjny_pojazdu,Zarejestrowany_w_Polsce,Filtr_czastek_stalych,Tuning,Mozliwosc_finansowania,Uszkodzony,Faktura_VAT,Spalanie_W_Cyklu_Mieszanym,Spalanie_Poza_Miastem,Okres_gwarancji_producenta,Leasing,Miesieczna_rata,lub_do_przebieg_km,Gwarancja_dealerska_w_cenie,Homologacja_ciezarowa,Oplata_poczatkowa,Liczba_pozostalych_rat,Wartosc_wykupu,Kierownica_po_prawej_Anglik,Zarejestrowany_jako_zabytek,Link
6082272652,112700.0,"Warszawa, Mazowieckie, Włochy",52.1861093,20.9484377,Osoby prywatnej,Osobowe,BMW,Seria 4,Benzyna,252,1998,2,Automatyczna,430i M Sport,,,Biały,107000,2016,4x4 (dołączany automatycznie),7,Coupe,136,4,Perłowy,Polska,,,Tak,Używane,Tak,20/12/2016,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-4-bmw-430i-f32-x-drive-252-km-pakiet-m-pakiet-m-performance-ID6DCAXO.html#b0d84a056e
6089069538,1037000.0,"al. Jana Pawła II 45 - 31-864 Kraków, Czyżyny (Polska)",50.0738487,19.9948912,Firmy,Osobowe,BMW,X7,Benzyna,333,2998,5,Automatyczna,,G07 (2019-),,Czarny,1,2021,,,SUV,,7,Metalik,Polska,,Tak,,Nowe,,,,,,,,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-x7-bmw-alpina-xb7-ID6E5790.html#b0d84a056e
6089442698,15900.0,"Konstantynowo, chodzieski, Wielkopolskie",53.00817,17.01405,Osoby prywatnej,Osobowe,BMW,Seria 3,Diesel,143,1995,5,Automatyczna,318d,E90/E91/E92/E93 (2005-2012),,Czarny,224000,2010,,,Sedan,,5,,,,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-3-318-d-automat-ID6E6GdI.html#b0d84a056e
6082595062,54300.0,"Garwolin, garwoliński, Mazowieckie",51.8958048,21.621064749998972,Osoby prywatnej,Osobowe,BMW,X1,Diesel,218,1995,5,Automatyczna,,E84 (2009-2015),,Czarny,151500,2013,4x4 (stały),,SUV,,,,,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-x1-piekne-bmw-x1-xdrive-ID6DDVPY.html#b0d84a056e
6089442637,59000.0,"Świnoujście, Zachodniopomorskie",53.9097477,14.2510703,Osoby prywatnej,Osobowe,BMW,Seria 5,Diesel,184,1995,4,Automatyczna,520d,F10/F11 (2009-2017),,Czarny,170790,2014,Na tylne koła,5.70,Sedan,123,5,Metalik,Niemcy,,Tak,,Używane,,10/04/2014,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-5-bmw-seria-5-520d-f11-ID6E6GcJ.html#b0d84a056e
6089267853,29000.0,"Pabianice, pabianicki, Łódzkie",51.6662312,19.35925466859993,Osoby prywatnej,Osobowe,BMW,Seria 5,Diesel,197,2993,5,Automatyczna,525d Touring,E60/E61 (2003-2010),,Szary,226400,2008,Na tylne koła,8.60,Kombi,176,5,Metalik,,,Tak,,Używane,,21/02/2008,EPA15652,,Tak,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-5-sprzedam-bmw-525d-lift-automat-navi-prof-panorama-ID6E5VJD.html#b0d84a056e
6087469303,20900.0,"Starogard Gdański, starogardzki, Pomorskie",53.96553375,18.526892978957534,Osoby prywatnej,Osobowe,BMW,X3,Diesel,150,1995,5,Manualna,2.0d,E83 (2003-2010),,Inny kolor,197005,2004,4x4 (dołączany automatycznie),9,SUV,,5,Metalik,,,Tak,,Używane,,13/01/2005,GST57262,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-x3-sprzedam-bmw-x3-ID6DYoQL.html#b0d84a056e
6087636946,299000.0,"Kraków, Małopolskie, Bronowice",50.0833247,19.869783648014888,Osoby prywatnej,Osobowe,BMW,X5 M,Benzyna,575,4395,5,Automatyczna,Standard,,,Złoty,58000,2016,4x4 (dołączany automatycznie),14,SUV,258,5,Metalik,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-x5-m-bmw-x5m-575-salon-polska-ID6DZ6sG.html#b0d84a056e
6088525599,43500.0,"Jawor, jaworski, Dolnośląskie",51.067702100000005,16.197613635866436,Osoby prywatnej,Osobowe,BMW,Seria 1,Diesel,143,1995,5,Manualna,118d Sport Line,F20/F21 (2011-),,Biały,167000,2012,Na tylne koła,5.40,Kompakt,115,5,Metalik,,,Tak,,Używane,,12/03/2012,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-1-bmw-m-paket-118d-bezwypadkowy-super-stan-ID6E2PDN.html#b0d84a056e
6089442519,18500.0,"Myszyniec, ostrołęcki, Mazowieckie",53.3831962,21.3420723,Osoby prywatnej,Osobowe,BMW,Seria 5,Diesel,177,2497,5,Automatyczna,525d,E60/E61 (2003-2010),,Szary,310000,2006,Na tylne koła,,Sedan,,5,Metalik,Niemcy,,Tak,,Używane,,20/09/2006,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-5-zadbane-bmw-e61-230km-w-automacie-ID6E6GaP.html#b0d84a056e
6077772026,79500.0,"Łaskarzew, garwoliński, Mazowieckie",51.785526149999995,21.602469062697075,Osoby prywatnej,Osobowe,BMW,Seria 4,Benzyna,245,1997,2,Automatyczna,428i xDrive,,,Inny kolor,18900,2014,4x4 (stały),9,Coupe,163,4,Metalik,Inny,Tak,,,Używane,,,WG6612G,Tak,Tak,,,,,7,5,,,,,,,,,,,,https://www.otomoto.pl/oferta/bmw-seria-4-bmw-428-xi-tylko-18-900-km-unikat-ID6DjI94.html#b0d84a056e
6088991699,140000.0,"RAJDOWA 4 - 55-020 Wojkowice, wrocławski, Dolnośląskie (Polska)",50.98103115,17.06421960095303,Firmy,Osobowe,Bugatti,Inny,Benzyna,1,1000,3,Manualna,,,,Srebrny,1,1936,,,Coupe,,2,Metalik,,,,,Używane,,,,,,,,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/bugatti-bugatti-atlantic-57-sc-ID6E4MTx.html#f31f8ac708
6085995094,73000.0,"Luboń, poznański, Wielkopolskie",52.336688800000005,16.87184661280476,Osoby prywatnej,Osobowe,Cadillac,Escalade,Benzyna,409,6199,5,Automatyczna,6.2 V8 Elegance,,,Czarny,146673,2008,4x4 (stały),23,SUV,383,7,Metalik,,Tak,Tak,Tak,Używane,,08/08/2008,,Tak,,,,,,16,12,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-piekny-cadillac-escalade-pierwszy-wlasciciel-100-bezwypadkowy-ID6DSdlc.html#183a0b5c08
6073927015,37900.0,"Kalwaria Zebrzydowska, wadowicki, Małopolskie",49.8669482,19.6763089,Osoby prywatnej,Osobowe,Cadillac,Eldorado,Benzyna,305,4600,3,Automatyczna,,,,Biały,246500,1995,Na przednie koła,,Coupe,,5,,Stany Zjednoczone,,Tak,Tak,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-eldorado-etc-4-6-v8-305km-film-i-mozliwa-zamiana-na-v8-z-lat-80-90-i-ID6D3zSL.html#183a0b5c08
6089574166,25500.0,"Płock, Mazowieckie",52.535347099999996,19.713630138580008,Osoby prywatnej,Osobowe,Cadillac,CTS,Benzyna,215,2792,4,Automatyczna,,,,Czarny,69000,2007,Na tylne koła,,Sedan,,5,Metalik,Stany Zjednoczone,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-cts-sprzedam-auto-marki-cadillac-cts-ID6E7eqa.html#183a0b5c08
6084468514,35900.0,"Rzeszów, Podkarpackie",50.0374531,22.0047174,Osoby prywatnej,Osobowe,Cadillac,CTS,Benzyna,311,3564,4,Automatyczna,3.6 V6 Sport Luxury AWD,,,Czerwony,219500,2008,4x4 (dołączany ręcznie),16,Sedan,,5,,Stany Zjednoczone,,,,Używane,,,,Tak,,,,,,11,8,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-cts-cadillac-cts-ii-3-6-bogata-wersja-jasne-skory-ID6DLOcV.html#183a0b5c08
6088559346,77800.0,"Warszawa, Mazowieckie, Praga-Południe",52.2373961,21.0712578,Osoby prywatnej,Osobowe,Cadillac,XTS,Benzyna,304,3564,4,Automatyczna,,,,Złoty,99200,2013,Na przednie koła,,Sedan,,5,Metalik,,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-xts-zadbany-garazowany-z-rak-prywatnych-zamiana-ID6E2Yq6.html#183a0b5c08
6089533284,265000.0,"Opole, Opolskie",50.678792900000005,17.929884436033525,Osoby prywatnej,Osobowe,Cadillac,Escalade,Benzyna,450,6152,5,Automatyczna,,,,Biały,63100,2016,4x4 (dołączany automatycznie),,SUV,,7,Perłowy,,,,,Używane,Tak,01/01/2016,6670L,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-esv-luxury-4x4-dlugi-22-full-led-2xtv-head-up-display-ID6E73MM.html#183a0b5c08
6087791269,32000.0,"Warszawa, Mazowieckie, Białołęka",52.3315662,21.0206194,Osoby prywatnej,Osobowe,Cadillac,SRX,Benzyna+LPG,258,3564,5,Automatyczna,3.6 V6 Sport Luxury AWD,,,Czarny,176000,2006,4x4 (dołączany automatycznie),16,SUV,,5,,Włochy,,,,Używane,,23/11/2006,WY9532X,Tak,,,,,,14,14,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-srx-cadillac-srx-3-6-benzyna-gaz-ID6DZKBL.html#183a0b5c08
6089490542,156900.0,"Nowe Biskupice, słubicki, Lubuskie",52.3643707,14.6848687,Osoby prywatnej,Osobowe,Cadillac,XT4,Benzyna,245,1998,5,Automatyczna,,,,Czarny,26000,2019,,,SUV,,5,Metalik,Stany Zjednoczone,,,,Używane,,01/03/2020,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-xt4-cadillac-xt4-wersja-premium-benzyna-2-0-ID6E6SFo.html#183a0b5c08
6089445743,62500.0,"Marki, wołomiński, Mazowieckie",52.336375200000006,21.120778759940738,Osoby prywatnej,Osobowe,Cadillac,Escalade,Benzyna,420,6200,5,Automatyczna,,,,Złoty,141974,2013,4x4 (dołączany ręcznie),,SUV,,7,Metalik,Stany Zjednoczone,,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-esv-platinum-ID6E6H0P.html#183a0b5c08
6085079706,55000.0,"Olszewnica Stara, legionowski, Mazowieckie",52.4389527,20.8626673,Osoby prywatnej,Osobowe,Cadillac,SRX,Benzyna,307,3564,5,Automatyczna,,,,Srebrny,133000,2013,Na przednie koła,,SUV,,5,Metalik,Stany Zjednoczone,,,,Używane,,,WL2055M,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-srx-ID6DOncS.html#183a0b5c08
6078891221,299000.0,"Aleja Jana III Sobieskiego 1 - 51-301 Wrocław, Psie Pole (Polska)",51.145555599999994,17.104010911666663,Firmy,Osobowe,Cadillac,Inny,Diesel,174,1995,5,Automatyczna,,,,Niebieski,50,2020,4x4 (dołączany automatycznie),,SUV,,5,Metalik,Niemcy,,Tak,,Nowe,,,,,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-xt4-launch-edition-2-0-diesel-174km-at9-gwarancja-fv23-od-dealera-ID6DopiB.html#183a0b5c08
6078878079,299000.0,"Aleja Jana III Sobieskiego 1 - 51-301 Wrocław, Psie Pole (Polska)",51.145555599999994,17.104010911666663,Firmy,Osobowe,Cadillac,Inny,Diesel,174,1995,5,Automatyczna,,,,Czarny,50,2020,4x4 (dołączany automatycznie),,SUV,,5,Metalik,Niemcy,,Tak,,Nowe,,,,,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-xt4-launch-edition-2-0-diesel-174km-at9-gwarancja-fv23-od-dealera-ID6DolSD.html#183a0b5c08
6083984289,204900.0,"Aleja Jana III Sobieskiego 1 - 51-301 Wrocław, Psie Pole (Polska)",51.145555599999994,17.104010911666663,Firmy,Osobowe,Cadillac,Inny,Benzyna,230,1998,5,Automatyczna,,,,Czarny,50,2021,4x4 (dołączany automatycznie),,SUV,,,Metalik,Niemcy,,Tak,,Nowe,,,,,,,Tak,,Tak,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-xt4-luxury-2-0-benzyna-230km-4x4-at9-gwarancja-fv23-od-dealera-ID6DJMeR.html#183a0b5c08
6077411971,424900.0,"Aleja Jana III Sobieskiego 1 - 51-301 Wrocław, Psie Pole (Polska)",51.145555599999994,17.104010911666663,Firmy,Osobowe,Cadillac,Escalade,Benzyna,426,6162,5,Automatyczna,,,,Biały,12000,2019,4x4 (dołączany automatycznie),,SUV,,7,Perłowy,Niemcy,Tak,Tak,Tak,Używane,,31/07/2019,,,,,Tak,,Tak,,,31/07/2022,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-platinum-6-2-v8-426km-at8-4x4-gwarancja-do-2022-fv23-od-dealera-ID6DictJ.html#183a0b5c08
6077402738,15500.0,"Bystra, bielski, Śląskie",49.7604679,19.0600025,Osoby prywatnej,Osobowe,Cadillac,SRX,Benzyna,325,4565,5,Automatyczna,4.6 V8 Sport Luxury AWD,,,Srebrny,213000,2007,4x4 (dołączany automatycznie),19,SUV,349,7,,Wielka Brytania,,,,Używane,,,,Tak,,,Tak,,,14,12,,,,,,,,,,Tak,,https://www.otomoto.pl/oferta/cadillac-srx-cadillac-srx-4-6-ID6Dia4O.html#183a0b5c08
6088342269,39900.0,"Grudziądz, Kujawsko-pomorskie",53.47251195,18.761893676880046,Osoby prywatnej,Osobowe,Cadillac,DTS,Benzyna+LPG,275,4565,4,Automatyczna,,,,Czarny,306000,2007,,,Sedan,,5,Perłowy,,,,,Używane,Tak,01/01/2007,C241,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-dts-luksusowa-limuzyna-v8-film-ID6E23VR.html#183a0b5c08
6087827100,415990.0,"Aleja Jana III Sobieskiego 1 - 51-301 Wrocław, Psie Pole (Polska)",51.145555599999994,17.104010911666663,Firmy,Osobowe,Cadillac,Escalade,Benzyna,426,6200,5,Automatyczna,,,,Czarny,27000,2018,4x4 (dołączany automatycznie),,SUV,,7,Metalik,Niemcy,Tak,Tak,Tak,Używane,,,,,,,Tak,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-escalade-platinum-gwarancja-od-dealera-fv23-ID6DZTWG.html#183a0b5c08
6087826886,429990.0,"Aleja Jana III Sobieskiego 1 - 51-301 Wrocław, Psie Pole (Polska)",51.145555599999994,17.104010911666663,Firmy,Osobowe,Cadillac,Escalade,Benzyna,426,6162,5,Automatyczna,,,,Biały,13000,2018,4x4 (dołączany automatycznie),,SUV,,7,Perłowy,Niemcy,Tak,Tak,Tak,Używane,,,,,,,Tak,,Tak,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-escalade-platinum-biala-perla-gwarancja-od-dealera-fv23-ID6DZTSe.html#183a0b5c08
6089061991,75000.0,"ul. Szelonka 61 - 43-600 Jaworzno, Śląskie (Polska)",50.19366735,19.254359763498712,Firmy,Osobowe,Cadillac,Escalade,Benzyna,403,6200,5,Automatyczna,,,,Czerwony,134542,2013,,,SUV,,,,Stany Zjednoczone,,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-esv-4wd-premium-ID6E55bh.html#183a0b5c08
6089060867,149000.0,"ul. Szelonka 61 - 43-600 Jaworzno, Śląskie (Polska)",50.19366735,19.254359763498712,Firmy,Osobowe,Cadillac,Escalade,Benzyna,420,6200,5,Automatyczna,,,,Czarny,84469,2016,4x4 (dołączany automatycznie),,SUV,,,,Stany Zjednoczone,,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-luxury-4x4-ID6E54T9.html#183a0b5c08
6089053821,29900.0,,,,Firmy,Osobowe,Cadillac,Deville,Benzyna,275,4565,4,Automatyczna,4.6 STD,,,Biały,204000,2004,Na przednie koła,,Sedan,,5,,,,Tak,Tak,Używane,Tak,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-deville-4-6-v8-super-opcja-11-lat-jeden-wlasciciel-zadbany-serwisowany-ID6E533w.html#183a0b5c08
6073842289,39900.0,"Juliana Konstantego Ordona 2a - 01-237 Warszawa, Wola (Polska)",52.22241705,20.95355746566335,Firmy,Osobowe,Cadillac,Eldorado,Benzyna,305,4600,3,Automatyczna,,,,Czerwony,162000,1997,Na przednie koła,,Coupe,,5,Metalik,Szwajcaria,,Tak,Tak,Używane,Tak,08/08/1997,,,,,Tak,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-eldorado-wersja-europejska-serwisowany-zadbany-bogata-wersja-wyposazenia-ID6D3dQd.html#183a0b5c08
6088965581,139999.0,"Warszawa, Mazowieckie, Śródmieście",52.2328098,21.019067,Osoby prywatnej,Osobowe,Cadillac,CTS,Benzyna,276,1998,4,Automatyczna,2.0 Turbo AT AWD,,,Biały,192500,2014,4x4 (stały),12.20,Sedan,195,5,Perłowy,,,,,Używane,Tak,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-cts-prosto-z-ameryki-oplacony-4x4-full-opcja-cts-2-0t-ID6E4G6h.html#183a0b5c08
6087538761,84900.0,,,,Firmy,Osobowe,Cadillac,CTS,Benzyna,311,3564,2,Automatyczna,3.6 V6 Automatik,,,Czarny,140000,2011,Na tylne koła,16.10,Coupe,255,5,Metalik,,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-cts-zamiana-na-osobowe-lub-dostawcze-uslugi-budowlane-moto-quad-ID6DYGW3.html#183a0b5c08
6089328233,58500.0,,,,Firmy,Osobowe,Cadillac,ATS,Benzyna,470,3564,4,Automatyczna,,,,Czarny,75100,2013,Na tylne koła,,Sedan,265,5,Metalik,,,,,Używane,Tak,,,Tak,,,Tak,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-ats-3-6-v6-328km-luxury-awd-ID6E6crw.html#183a0b5c08
6089631661,59500.0,"Legionowo, legionowski, Mazowieckie",52.4048356,20.933146571453094,Osoby prywatnej,Osobowe,Cadillac,SRX,Benzyna,307,3564,5,Automatyczna,,,,Srebrny,190000,2013,Na przednie koła,,Auta miejskie,,5,,Stany Zjednoczone,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-srx-cadillac-srx-2013-ID6E7tnw.html#183a0b5c08
6089236917,96000.0,"Trakt Brzeski 32 - 05-070 Sulejówek, miński, Mazowieckie (Polska)",52.22193,21.2835,Firmy,Osobowe,Cadillac,CT6,Benzyna,335,3600,4,Automatyczna,,,,Czerwony,20000,2020,4x4 (dołączany automatycznie),,Sedan,,5,,,,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-ct6-2020-3-6l-4x4-luxury-od-ubezpieczalni-ID6E5OGF.html#183a0b5c08
6089423744,334700.0,"Nowowiejska, 25 - 06-500 Mława, mławski, Mazowieckie (Polska)",53.1130048,20.39788975,Firmy,Osobowe,Cadillac,Escalade,Benzyna,420,6200,5,Automatyczna,,,,Szary,8259,2021,4x4 (dołączany ręcznie),,SUV,,5,Matowy,,,,,Używane,,01/01/2021,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-cadillac-escalade-esv-sport-auto-punkt-ID6E6Bi0.html#183a0b5c08
6088742552,93600.0,"GÓRCZEWSKA 30 - 01-147 Warszawa, Wola (Polska)",52.23886065,20.9573452571805,Firmy,Osobowe,Cadillac,XT6,Benzyna,311,3649,5,Automatyczna,,,,Inny kolor,13382,2020,4x4 (stały),,SUV,246,7,Metalik,,,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-xt6-2020-xt6-sport-ID6E3K52.html#183a0b5c08
6088333766,63500.0,"Sieradz, sieradzki, Łódzkie",51.6017529,18.739901469268844,Osoby prywatnej,Osobowe,Cadillac,ATS,Benzyna,205,2457,4,Automatyczna,,,,Szary,140000,2016,Na tylne koła,,Sedan,,5,Metalik,,,,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-ats-piekny-cadillac-w-idealnym-stanie-z-dobrym-silnikiem-osoba-prywatna-ID6E21JI.html#183a0b5c08
6089231251,27800.0,"Sade Budy, grodziski, Mazowieckie",52.0589059,20.4930646,Firmy,Osobowe,Cadillac,Escalade,Benzyna+LPG,350,5967,5,Automatyczna,,,,Czarny,177000,2002,4x4 (dołączany ręcznie),,SUV,,7,Metalik,Holandia,,Tak,Tak,Używane,Tak,,,,,,Tak,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-escalade-gwarancja-ID6E5Ndh.html#183a0b5c08
6089307890,81000.0,,,,Firmy,Osobowe,Cadillac,CTS,Benzyna,276,1998,4,Automatyczna,,,,Biały,40840,2020,Na tylne koła,,Sedan,,5,Metalik,Stany Zjednoczone,Tak,,,Używane,,,,,,,,Tak,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/cadillac-cts-2020-cadilac-ct5-luxury-2-0l-ID6E679o.html#183a0b5c08
6085860210,29900.0,"Izabela, otwocki, Mazowieckie",52.2064324,21.2925396,Osoby prywatnej,Osobowe,Chevrolet,Orlando,Benzyna,141,1796,5,Manualna,1.8 LS,,,Srebrny,136000,2011,Na przednie koła,,Minivan,172,7,Metalik,,Tak,,Tak,Używane,Tak,,WOT 79811,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-orlando-bdb-stan-kamera-serwis-7-osob-dokumentacja-ID6DREfE.html#fb904562d4
6089636695,9500.0,"Krosno, Podkarpackie",49.68898435,21.75347880451494,Osoby prywatnej,Osobowe,Chevrolet,Aveo,Benzyna,72,1150,5,Manualna,1.2 Direct (swo),,,Srebrny,73000,2007,Na przednie koła,8,Auta miejskie,,5,Metalik,,,,,Używane,,,RK23780,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-aveo-chevrolet-aveo-2007r-73-00km-polski-salon-pierwszy-wlasciciel-ID6E7uGH.html#fb904562d4
6089636396,11999.0,"Gostyń, gostyński, Wielkopolskie",51.8778633,17.0167637,Osoby prywatnej,Osobowe,Chevrolet,Aveo,Benzyna,84,1206,5,Manualna,1.2,,,Niebieski,86253,2009,Na przednie koła,7.10,Auta miejskie,130,5,Metalik,Niemcy,,,Tak,Używane,Tak,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-aveo-tylko-86253-klima-oryginal-z-niemiec-ID6E7uBS.html#fb904562d4
6088983844,19900.0,"Golub-Dobrzyń, golubsko-dobrzyński, Kujawsko-pomorskie",53.11227855,19.057284841385275,Osoby prywatnej,Osobowe,Chevrolet,Captiva,Diesel,150,1991,5,Automatyczna,,,,Srebrny,186000,2008,4x4 (dołączany automatycznie),,SUV,233,5,Metalik,,,,,Używane,,,,,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-captiva-srebrny-2-0-diesel-automat-ID6E4KQQ.html#fb904562d4
6089064010,39500.0,,,,Firmy,Osobowe,Chevrolet,Trax,Diesel,130,1686,5,Manualna,,,,Biały,139402,2013,4x4 (dołączany automatycznie),,SUV,,5,,Austria,,Tak,,Używane,Tak,,,,,,Tak,,,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-trax-darmowa-dostawa-4x4-klima-multifunkcja-pdc-hist-serwis-ID6E55HQ.html#fb904562d4
6089437534,20500.0,"Blizianka, strzyżowski, Podkarpackie",49.8648298,21.9403142,Osoby prywatnej,Osobowe,Chevrolet,Cruze,Diesel,150,1991,4,Automatyczna,,,,Szary,141000,2010,Na przednie koła,,Sedan,177,5,Metalik,Polska,Tak,Tak,,Używane,,21/10/2010,RSR09341,Tak,Tak,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-cruze-chevrolet-cruze-automat-polecam-ID6E6ESq.html#fb904562d4
6089632804,38800.0,"Rypin, rypiński, Kujawsko-pomorskie",53.06296225,19.419334932103737,Osoby prywatnej,Osobowe,Chevrolet,Orlando,Benzyna+LPG,140,1362,5,Manualna,1.4 T LT+,,,Niebieski,104000,2013,Na przednie koła,7,Minivan,144,7,Metalik,Niemcy,,,,Używane,,07/03/2014,CRY3R28,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-orlando-1-4t-lpg-140km-2014-navi-kamera-pelen-serwis-7osobowy-pl-ID6E7tFV.html#fb904562d4
6089430515,5500.0,"Jastrzębie-Zdrój, Śląskie",49.96067945,18.599367592200732,Osoby prywatnej,Osobowe,Chevrolet,Spark,Benzyna,52,796,5,Manualna,0.8 Direct,,,Srebrny,136000,2009,Na przednie koła,6,Auta małe,127,5,Metalik,,Tak,Tak,Tak,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-spark-okazja-100-bezwypadkowy-serwisowany-stan-idealny-krajowy-ID6E6D3d.html#fb904562d4
6089424712,149500.0,"Pabianice, pabianicki, Łódzkie",51.6662312,19.35925466859993,Osoby prywatnej,Osobowe,Chevrolet,Camaro,Benzyna,355,3564,2,Automatyczna,,,,Inny kolor,3800,2019,Na tylne koła,,Coupe,,4,Metalik,Stany Zjednoczone,Tak,,,Używane,,,E6N2,Tak,,Tak,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-camaro-chevrolet-camaro-rs-2019-tuning-ID6E6BxC.html#fb904562d4
6089631214,30700.0,"Warszawa, Mazowieckie, Wesoła",52.2517942,21.2292763,Osoby prywatnej,Osobowe,Chevrolet,Captiva,Diesel,150,1991,5,Manualna,2.0 d LT high,,,Czarny,150000,2009,4x4 (dołączany automatycznie),9,SUV,197,7,Metalik,,,Tak,,Używane,,,,Tak,,,,,,,,,,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-captiva-chevrolet-captiva-ID6E7tgi.html#fb904562d4
6089048466,23500.0,,,,Firmy,Osobowe,Chevrolet,Spark,Benzyna,68,995,5,Manualna,,,,Szary,45710,2013,Na przednie koła,,Auta małe,,5,,Niemcy,,Tak,,Używane,Tak,,,,,,Tak,,,,,,Tak,,,,,,,,,,https://www.otomoto.pl/oferta/chevrolet-spark-darmowa-dostawa-mpi-klimatyzacja-hist-serwis-ID6E51F8.html#fb904562d4
